,AverageMInFile,ExternalRiskEstimate,MSinceMostRecentDelq,MSinceMostRecentInqexcl7days,MSinceMostRecentTradeOpen,MSinceOldestTradeOpen,MaxDelq2PublicRecLast12M,MaxDelqEver,NetFractionInstallBurden,NetFractionRevolvingBurden,NumBank2NatlTradesWHighUtilization,NumInqLast6M,NumInqLast6Mexcl7days,NumInstallTradesWBalance,NumRevolvingTradesWBalance,NumSatisfactoryTrades,NumTotalTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,NumTradesOpeninLast12M,PercentInstallTrades,PercentTradesNeverDelq,PercentTradesWBalance,label
4846,58,61,6,6,3,146,4,6,87,27,2,0,0,3,4,35,44,0,0,4,45,63,64,0
9076,57,60,6,-7,19,198,4,6,71,71,1,0,0,3,6,19,21,0,0,0,62,90,100,0
10296,61,70,11,0,2,167,4,6,76,4,0,1,1,3,3,19,20,0,0,2,35,70,70,0
5677,69,61,9,0,6,194,6,4,84,44,3,0,0,3,5,22,23,1,1,5,22,74,57,0
7297,95,82,44,0,7,323,6,4,77,19,0,1,1,4,8,27,28,1,1,2,46,96,80,0
9307,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
2327,59,77,-7,-7,16,117,7,8,-8,34,1,1,1,1,2,11,12,0,0,0,18,100,38,0
3740,59,81,-7,0,10,271,7,8,67,0,0,1,1,2,1,20,18,0,0,1,25,100,23,1
6115,58,76,6,0,9,98,4,6,-8,2,1,1,1,3,2,15,16,0,0,1,44,69,75,0
2649,69,57,2,-7,13,207,0,2,46,97,1,1,1,3,2,21,2,1,1,0,41,86,100,0
2827,43,64,38,0,10,-8,6,6,92,81,1,2,2,2,4,14,0,0,0,2,53,93,86,0
5322,27,70,-7,0,3,45,7,8,45,55,0,1,1,1,1,3,4,0,0,1,67,100,100,0
1852,72,64,-7,0,7,175,7,8,75,77,6,2,2,1,10,23,24,0,0,1,13,100,71,0
9752,46,71,25,0,8,175,6,6,-8,76,0,1,1,2,2,14,14,0,0,1,57,93,80,0
2244,131,72,13,-7,27,261,6,6,-8,11,0,0,0,1,1,16,16,1,1,0,25,94,29,0
1164,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
9909,91,59,13,0,15,336,5,2,87,64,4,0,0,6,13,41,44,1,1,0,36,84,100,0
1701,28,74,-7,0,13,47,7,8,47,-8,-8,0,0,2,1,6,7,0,0,0,43,100,100,0
5681,68,57,7,0,5,173,0,5,-8,29,1,0,0,-8,3,7,11,3,1,2,40,60,60,1
1507,93,84,-7,0,10,268,7,8,50,1,0,1,1,2,2,15,15,0,0,1,33,100,71,1
1189,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
7265,41,56,5,0,4,77,4,6,90,57,2,6,6,3,9,24,24,0,0,2,38,92,86,0
6763,73,63,-7,1,9,241,7,8,-8,75,5,1,1,-8,6,32,36,0,0,1,25,100,67,0
2359,102,91,-7,-7,3,340,7,8,-8,2,0,0,0,-8,2,14,22,0,0,1,21,100,33,1
4123,54,61,14,0,1,192,6,3,-8,54,1,0,0,1,3,13,15,1,1,4,53,87,80,0
6495,71,75,18,0,8,159,6,6,100,0,-8,1,1,2,0,12,12,0,0,1,42,83,67,0
9530,76,72,-7,0,6,164,7,8,26,38,1,1,1,3,5,34,36,0,0,2,36,100,62,1
758,126,79,44,2,1,444,6,2,75,4,0,1,1,2,3,19,22,1,1,2,45,95,63,1
6304,78,62,-7,0,8,170,6,8,90,39,3,2,2,4,3,53,58,1,1,5,24,100,50,0
5094,40,57,-8,0,5,85,5,6,82,75,1,2,2,3,4,18,18,1,1,1,67,89,100,0
5016,58,84,-7,1,5,204,7,8,96,2,0,2,1,2,4,24,26,0,0,5,38,100,46,1
1392,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
1719,84,63,10,0,10,378,4,4,67,60,3,2,2,6,4,36,37,1,1,2,54,89,77,0
8718,79,89,-7,0,15,148,7,8,-8,2,0,0,0,1,3,11,12,0,0,0,33,100,80,1
2525,110,66,-7,-7,7,121,7,8,93,68,3,0,0,2,8,27,17,0,0,1,37,100,77,0
4703,73,87,-8,15,8,182,6,6,46,4,0,0,0,2,2,45,45,0,0,4,20,98,20,1
3003,18,57,16,7,6,150,6,4,-8,22,-8,0,0,1,1,2,9,1,1,2,33,67,67,0
4283,56,82,-7,0,12,190,7,8,75,8,0,0,0,3,1,11,11,0,0,0,73,100,80,0
5660,113,36,0,0,1,377,0,5,78,59,2,0,0,3,8,10,17,7,2,2,19,63,85,0
4096,43,66,71,1,6,193,6,6,-8,19,1,1,1,2,12,40,40,0,0,3,25,98,64,0
1115,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
4739,80,86,-7,4,5,269,7,8,-8,2,0,1,1,1,3,25,25,0,0,1,16,100,27,1
1143,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
1104,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
3870,66,75,-7,8,2,125,7,8,15,17,0,0,0,1,11,38,24,0,0,5,15,100,67,1
4318,129,56,3,0,4,365,4,5,35,66,6,1,1,5,11,55,59,1,0,4,58,80,77,0
5466,69,65,-7,0,2,280,7,8,-8,34,5,5,5,1,10,31,33,0,0,4,6,100,55,0
3557,49,88,-7,11,12,161,7,8,-8,0,0,0,0,1,0,7,15,0,0,0,29,100,33,1
3181,32,60,14,3,14,53,6,2,-8,4,0,6,6,1,1,5,7,3,2,0,57,71,67,0
1610,84,81,-7,0,7,297,7,8,8,23,0,1,1,1,4,23,23,0,0,2,9,100,28,1
1834,133,59,13,0,47,183,6,2,-8,-8,-8,1,1,1,-8,2,7,4,4,0,20,40,100,0
262,60,75,-7,0,4,254,7,8,95,60,0,1,1,2,2,9,9,0,0,2,44,100,80,1
4968,70,77,-7,3,8,132,7,8,88,21,0,2,2,3,2,23,23,0,0,1,48,100,71,1
9803,98,74,2,0,2,315,4,6,35,9,1,2,2,3,4,28,31,0,0,4,32,97,50,1
5943,91,61,2,-7,12,178,3,5,20,35,0,0,0,3,6,18,22,2,1,0,20,89,82,1
5267,96,68,11,0,8,176,4,6,17,62,1,0,0,6,2,22,22,0,0,1,27,95,89,0
8337,76,57,14,0,11,158,6,6,76,62,3,1,1,4,6,24,26,0,0,2,42,88,69,0
3082,43,59,26,0,10,92,0,6,94,18,-8,7,7,2,3,11,11,1,1,3,36,82,83,0
2000,66,73,-7,0,4,261,7,8,-8,18,1,3,3,2,7,31,31,0,0,8,16,100,53,1
1300,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
696,57,72,-7,2,2,179,7,8,91,50,3,1,1,4,7,30,31,0,0,2,42,100,73,1
5220,36,54,8,0,2,113,4,6,94,59,1,9,9,5,4,37,38,0,0,6,50,97,69,0
7882,33,70,-7,0,1,73,7,8,-8,67,2,2,2,-8,5,8,9,0,0,2,0,100,83,0
8640,77,81,-7,0,1,156,7,8,-8,13,0,4,4,2,1,31,37,0,0,2,39,100,33,1
5240,64,62,5,0,7,164,4,6,52,70,1,0,0,1,5,21,21,0,0,1,19,86,75,1
7159,40,63,8,0,2,65,4,3,100,3,0,3,3,3,2,12,18,3,2,3,76,82,83,0
2154,89,56,2,0,8,204,4,4,-8,60,-8,0,0,-8,2,11,15,4,3,1,7,64,33,0
521,103,84,-7,-7,4,200,7,8,92,7,1,3,3,2,2,27,29,0,0,1,21,100,55,1
182,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
4453,13,68,-7,0,13,13,7,8,-8,-8,-8,1,1,1,-8,1,1,0,0,0,100,100,100,0
9370,60,77,7,5,2,161,4,6,99,6,0,0,0,3,2,12,13,0,0,3,46,92,63,1
5253,91,84,-7,0,3,204,7,8,85,70,2,2,2,3,3,22,22,0,0,1,32,100,55,0
4816,89,55,19,0,1,304,6,5,-8,43,3,4,4,1,14,36,40,1,0,8,30,80,75,1
3020,8,56,-7,0,3,136,7,8,90,27,0,13,13,2,5,11,29,0,0,9,18,100,64,0
7578,54,81,-7,-7,6,119,7,8,-8,26,0,0,0,1,4,15,16,0,0,1,20,100,56,1
2386,83,80,36,-7,16,329,6,6,-8,9,1,2,2,1,3,20,31,0,0,0,14,95,40,1
10308,59,74,-7,0,1,189,7,8,61,3,1,1,1,2,3,42,44,0,0,5,23,100,36,1
2674,36,58,-7,-7,11,183,7,8,-8,87,10,8,7,2,15,30,32,0,0,3,17,100,81,0
2537,47,63,9,-7,12,276,1,3,83,15,1,3,3,6,1,26,64,4,3,0,40,83,64,0
9950,73,63,43,0,3,136,6,6,-8,98,4,7,6,1,5,16,16,0,0,2,19,94,100,0
420,70,73,-8,0,10,107,6,6,93,81,2,4,4,3,2,20,21,0,0,1,86,95,83,0
7139,31,77,-7,0,31,31,7,8,-8,-8,-8,6,6,-8,-8,1,1,0,0,0,0,100,-8,0
5488,82,66,8,8,12,287,0,2,-8,36,2,0,0,1,7,25,26,1,1,0,23,85,47,0
6293,87,86,36,0,6,268,6,6,-8,0,0,2,2,-8,1,25,27,0,0,1,20,96,13,1
9190,69,68,-7,5,17,184,6,8,11,0,-8,0,0,2,1,19,19,1,1,0,68,100,100,0
284,90,74,12,0,3,279,6,4,95,5,0,2,2,3,4,31,33,1,1,3,18,97,47,0
1372,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
356,63,81,-7,0,9,155,7,8,-8,3,0,2,2,2,3,18,19,0,0,2,28,100,50,0
43,20,70,-7,0,4,37,7,8,73,42,1,3,3,2,2,19,20,0,0,2,20,100,50,0
1186,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
5675,31,72,9,0,5,134,4,6,-8,19,0,3,3,-8,1,7,7,0,0,3,0,86,20,0
9031,121,77,-7,0,9,272,6,8,88,42,1,0,0,2,8,20,20,0,0,1,25,100,77,1
6978,80,86,-7,12,5,215,7,8,-8,2,0,0,0,2,1,38,39,0,0,2,16,100,21,1
3386,164,80,-7,0,8,342,7,8,90,40,1,1,1,2,4,22,22,0,0,1,36,100,58,1
7618,68,77,18,-7,2,161,6,6,-8,5,0,0,0,1,3,24,25,0,0,1,12,96,57,1
5147,80,74,-7,-7,4,210,7,8,72,87,3,6,4,3,4,10,10,0,0,1,40,100,100,0
815,94,86,-7,7,10,290,7,8,29,4,0,0,0,4,2,25,27,0,0,1,56,100,60,1
3934,85,88,-7,6,7,392,7,8,-8,7,0,0,0,1,3,23,76,0,0,2,25,100,50,1
7129,67,65,60,0,6,183,6,2,60,103,-8,2,2,2,2,7,8,1,1,1,50,75,100,0
3564,84,84,-7,-8,11,196,7,8,89,0,0,0,0,3,1,18,4,0,0,1,47,100,67,1
7622,152,62,4,-7,70,255,4,6,-8,84,7,3,2,1,11,14,16,0,0,0,19,50,100,1
2901,125,67,75,21,83,59,6,2,23,-8,-8,0,0,2,-8,5,1,2,2,0,67,83,100,0
6741,67,76,-7,-7,8,125,7,8,-8,59,0,2,2,1,2,11,12,0,0,2,42,100,100,1
154,135,86,-7,1,77,242,7,8,-8,3,0,3,3,1,2,14,14,0,0,0,36,100,43,1
1787,21,66,-7,0,1,38,7,8,-8,24,1,4,4,-8,4,9,11,1,1,3,20,100,75,1
1403,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
4593,73,89,-7,-7,23,112,7,8,48,1,0,0,0,2,2,15,15,0,0,0,40,100,50,1
4601,20,60,-7,-7,3,37,7,8,80,-8,-8,2,2,3,-8,4,4,1,1,2,100,100,100,0
6065,100,62,9,0,4,269,6,4,-8,63,3,1,1,-8,8,23,28,3,2,3,29,75,73,0
6787,147,85,-7,-8,72,363,7,8,-8,31,0,0,0,1,2,21,23,0,0,0,10,100,60,1
3701,91,78,-7,0,12,132,7,8,-8,50,1,1,1,2,4,30,11,0,0,0,37,100,67,1
3877,120,88,-7,1,15,-8,7,8,-8,2,0,1,1,1,3,11,0,0,0,0,9,100,63,1
10266,132,89,41,-8,17,328,6,6,-8,1,0,0,0,2,3,34,35,0,0,0,14,97,31,1
5161,58,69,-7,-7,5,131,7,8,87,20,1,2,2,2,4,27,30,0,0,4,36,100,67,0
1628,163,91,-7,0,17,277,7,8,-8,1,0,0,0,1,3,12,12,0,0,0,25,100,50,1
6041,139,85,-7,1,4,401,7,8,61,21,0,1,1,1,3,11,11,0,0,2,18,100,50,1
1552,113,65,18,0,3,377,6,6,68,45,2,1,1,4,8,34,34,0,0,2,44,97,71,0
213,103,82,-7,6,1,286,7,8,22,25,1,0,0,3,4,16,17,0,0,3,47,100,89,1
6973,85,85,-7,0,23,239,7,8,15,5,0,2,1,3,3,11,11,0,0,0,45,100,86,1
9457,66,86,-7,0,9,119,7,8,89,9,0,0,0,3,1,13,13,0,0,2,62,100,57,0
5707,31,59,32,0,10,55,6,6,87,62,3,1,1,1,6,18,19,0,0,1,17,94,78,0
4171,101,70,-7,0,14,281,7,8,28,68,5,0,0,2,10,36,36,0,0,0,14,100,57,0
9399,95,71,33,1,6,282,6,6,75,33,0,6,6,5,4,28,28,2,2,2,57,89,83,0
713,61,77,42,7,8,126,6,6,100,9,0,0,0,2,7,25,25,0,0,4,12,92,63,1
397,30,67,-7,0,4,92,7,8,95,44,1,1,1,2,6,14,14,0,0,3,29,100,82,0
2184,59,83,-7,0,9,143,7,8,-8,4,0,1,1,1,2,27,27,0,0,1,37,100,33,1
2713,66,70,-7,-7,6,391,7,8,72,1,0,1,1,2,1,17,37,3,3,3,41,100,71,0
698,74,79,72,0,2,202,6,6,85,7,0,2,2,2,5,29,30,0,0,3,13,93,58,0
4410,52,81,-7,0,2,178,7,8,75,7,0,3,3,1,3,13,15,0,0,1,33,100,57,0
9527,97,67,13,0,4,265,6,2,-8,10,-8,4,3,1,1,11,13,5,5,2,54,77,67,0
4972,58,63,16,12,3,142,6,2,99,0,0,0,0,2,2,9,12,4,4,2,42,75,100,1
6025,151,66,-7,3,14,410,6,8,-8,69,5,1,1,2,10,22,22,1,1,0,18,100,71,0
480,32,57,9,0,4,71,4,6,83,53,2,2,2,6,5,24,24,0,0,4,46,92,87,0
2909,66,68,7,5,1,178,4,6,80,38,2,0,0,3,3,21,44,0,0,6,74,96,75,1
7498,125,84,-7,-7,10,308,7,8,52,27,0,0,0,5,2,27,27,0,0,1,37,100,70,1
7631,76,70,-7,-7,17,139,6,8,53,39,1,0,0,2,4,23,23,1,1,0,39,100,100,1
1191,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
7956,108,79,-7,1,1,246,7,8,-8,18,2,2,2,1,7,21,22,0,0,2,18,100,62,0
4620,56,61,12,-7,2,124,6,4,-8,72,1,1,0,2,2,7,10,2,1,1,40,70,67,1
3980,123,84,20,6,37,233,6,4,-8,1,0,0,0,1,3,19,52,1,1,0,20,90,40,1
580,41,83,-7,-7,2,92,7,8,92,13,0,0,0,2,7,18,19,0,0,7,32,100,69,0
10351,94,90,-7,-8,12,170,7,8,-8,8,0,0,0,1,3,16,16,0,0,0,38,100,57,1
131,81,59,5,-7,7,131,4,5,-8,75,1,2,2,2,3,13,17,1,0,1,50,69,100,0
4707,82,72,-7,0,7,259,7,8,80,37,2,8,8,2,10,41,41,0,0,3,22,100,60,0
928,65,70,6,1,3,163,4,6,53,5,0,10,10,2,4,37,39,0,0,2,36,97,47,0
1476,5,64,-7,0,1,11,7,8,-8,60,-8,0,0,1,1,2,3,0,0,3,67,100,100,0
4353,100,65,6,0,10,269,4,6,72,86,1,1,1,3,4,14,14,0,0,1,36,93,100,0
7929,83,46,1,0,15,176,3,5,-8,104,2,2,2,1,3,11,14,1,0,0,50,57,100,0
1101,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
5702,25,66,-7,0,4,75,7,8,95,80,1,2,2,3,4,14,14,0,0,5,64,100,88,0
4596,212,89,-7,-7,8,521,7,8,-8,3,0,0,0,-8,2,8,8,0,0,1,0,100,33,1
3496,79,54,3,1,0,225,3,2,77,18,0,5,5,4,10,44,63,3,2,6,25,75,80,0
1105,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
2845,84,76,-7,0,1,125,7,8,100,10,1,5,5,3,8,39,9,0,0,8,20,100,44,1
10046,64,63,6,-7,0,174,4,4,90,21,1,4,4,2,5,34,38,2,2,2,66,79,78,0
10106,71,76,-7,-7,2,197,7,8,99,33,1,2,2,2,3,24,25,0,0,2,24,100,38,1
10261,111,72,19,-8,111,111,6,5,-8,-8,-8,0,0,-8,-8,1,2,1,0,0,0,0,100,1
4494,29,60,3,-7,8,78,0,2,76,1,-8,1,1,3,2,14,15,1,1,3,53,67,63,0
8903,108,79,39,0,1,305,6,6,82,22,0,2,2,4,2,25,29,0,0,2,31,93,70,1
4130,63,67,14,0,2,182,6,6,59,50,2,2,2,4,5,31,32,0,0,3,44,88,83,1
8856,99,78,24,16,8,230,6,5,88,8,0,0,0,1,2,32,33,1,0,1,18,85,25,1
3389,64,68,16,0,7,130,6,2,2,14,0,4,3,3,5,31,34,3,3,3,21,82,44,1
8368,86,82,-7,0,4,257,7,8,92,20,0,2,2,1,3,19,19,0,0,1,5,100,56,0
7187,84,63,57,0,11,405,6,5,91,76,4,0,0,2,6,15,17,1,0,1,35,82,80,0
6169,26,65,-7,1,2,61,6,8,32,57,1,1,1,3,8,13,14,1,1,3,36,100,92,1
9813,37,61,10,0,2,57,4,5,45,22,0,0,0,2,3,10,13,2,1,1,33,83,71,0
2049,77,81,21,0,8,167,6,6,-8,11,0,1,1,1,1,19,20,0,0,1,30,95,40,1
866,82,84,-7,11,12,232,7,8,85,18,0,0,0,3,3,43,46,0,0,0,33,100,60,1
6526,85,76,-7,0,8,254,7,8,94,49,2,0,0,3,2,16,16,0,0,2,31,100,71,1
6835,94,79,19,0,10,210,6,6,48,8,0,1,1,3,3,44,45,0,0,1,27,98,38,1
9945,46,76,-7,0,19,148,7,8,13,33,0,0,0,1,3,18,19,0,0,0,21,100,67,1
6767,68,65,22,3,7,155,5,2,67,59,0,1,1,2,4,29,31,1,1,1,58,87,60,0
8991,59,79,-7,0,3,135,7,8,51,2,1,1,1,4,2,29,31,0,0,3,45,100,60,1
3122,56,63,2,5,6,158,4,6,6,7,0,0,0,2,2,24,16,0,0,2,24,92,29,0
7482,70,72,-7,0,4,370,7,8,50,73,2,1,1,7,2,20,20,0,0,3,40,100,83,1
1709,82,63,1,0,9,201,4,6,-8,36,2,0,0,1,7,37,38,0,0,1,26,84,40,0
5542,81,73,25,2,2,277,6,6,-8,14,1,7,6,3,4,32,36,0,0,4,36,92,64,1
5032,84,77,8,4,4,265,4,5,-8,2,0,1,1,1,3,23,25,1,0,4,20,80,36,0
4558,63,70,-7,-7,2,261,7,8,62,60,3,1,1,3,5,19,21,0,0,1,25,100,73,0
2342,67,89,-7,-7,19,153,7,8,-8,6,0,0,0,1,2,14,20,0,0,0,36,100,60,1
6880,221,80,-7,19,58,393,7,8,-8,51,2,0,0,-8,5,8,8,0,0,0,0,100,100,1
7785,103,74,34,-8,6,195,6,4,-8,43,2,1,0,-8,5,22,23,1,1,2,22,96,75,0
7310,84,69,36,0,10,156,6,3,75,-8,-8,6,6,2,-8,19,22,1,1,2,73,86,100,0
1305,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
4361,68,77,42,0,25,140,6,6,75,4,0,0,0,2,2,15,16,0,0,0,31,94,55,1
7188,34,72,32,0,7,56,6,6,-8,8,-8,2,1,1,2,8,8,0,0,1,38,88,100,0
7664,107,75,31,-7,15,290,6,3,57,32,-8,2,2,3,2,10,11,1,1,0,36,82,83,1
5035,77,61,15,4,6,232,6,5,-8,76,1,1,1,1,2,9,11,1,0,4,36,64,60,0
6223,96,68,-7,1,1,213,7,8,76,81,7,3,3,2,15,31,33,0,0,2,18,100,95,0
9551,92,65,12,-7,41,154,6,5,35,46,2,0,0,1,4,10,12,1,0,0,33,73,83,0
3549,95,79,41,3,4,203,6,5,-8,1,0,1,1,1,3,28,16,1,0,2,28,91,40,1
3410,73,68,25,0,5,178,6,6,82,26,1,4,4,3,5,31,31,0,0,2,35,97,67,0
4084,49,77,-7,0,2,81,7,8,81,43,1,3,3,4,2,17,13,0,0,2,39,100,86,0
6797,41,56,-7,0,2,144,6,8,100,74,3,8,8,3,7,20,23,1,1,4,61,100,83,0
8291,53,78,-7,0,8,177,7,8,41,4,0,1,1,2,2,16,16,0,0,2,38,100,57,1
91,48,65,-7,0,7,107,6,8,86,80,4,2,2,2,5,40,43,0,0,4,42,100,70,0
56,124,75,-7,0,14,300,7,8,-8,57,1,0,0,1,4,22,23,0,0,0,39,100,100,0
341,61,66,0,0,7,176,4,6,92,18,1,0,0,2,4,24,24,0,0,1,33,92,58,1
2336,96,80,-7,-7,5,290,7,8,-8,29,1,1,1,2,5,14,43,0,0,2,21,100,58,1
1896,67,65,7,0,3,139,4,6,48,54,4,1,1,1,9,27,28,0,0,3,21,93,77,0
4031,65,74,-7,3,3,111,7,8,100,55,3,1,1,2,3,14,15,0,0,2,29,100,56,0
1108,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
6613,106,85,-7,-7,11,253,5,7,-8,34,0,3,3,1,3,17,19,0,0,1,32,100,80,1
6021,164,91,-7,2,34,323,7,8,35,1,0,1,1,1,2,15,15,0,0,0,20,100,30,1
219,38,67,-7,5,7,90,7,8,52,91,1,1,1,2,1,7,7,0,0,1,57,100,75,0
2910,102,61,14,3,5,275,6,4,77,58,7,1,1,3,18,34,43,3,1,1,24,87,81,0
5764,182,69,38,0,1,603,6,6,-8,96,4,0,0,-8,4,10,11,0,0,1,18,82,80,1
6689,128,90,-7,-7,6,234,7,8,78,1,0,0,0,2,2,32,32,0,0,2,38,100,57,1
6553,54,57,10,0,16,118,4,2,33,40,0,4,4,3,1,2,10,7,7,0,40,20,83,0
1771,82,81,-8,0,19,151,6,5,46,1,0,0,0,4,1,21,22,1,0,0,23,95,100,1
382,53,61,6,0,8,105,4,5,60,39,1,7,7,4,5,44,45,1,0,3,36,89,64,0
4580,67,60,49,-7,5,191,6,4,86,86,2,1,1,2,3,10,12,2,2,2,33,83,71,0
10288,102,84,-7,0,9,346,7,8,31,5,0,2,2,3,2,19,19,0,0,1,37,100,56,1
10010,66,62,10,-7,6,-8,4,5,-8,44,1,1,1,1,1,12,14,2,0,2,36,79,33,0
4626,103,71,18,1,12,178,6,5,-8,56,1,1,1,1,7,28,31,1,0,0,28,90,89,1
1861,105,75,-7,0,97,113,7,8,-8,101,1,0,0,-8,2,2,2,0,0,0,0,100,100,0
5129,24,62,-7,0,1,46,7,8,9,46,4,4,4,3,5,8,10,0,0,4,40,100,89,1
9098,65,62,22,-7,2,199,6,6,82,58,1,5,5,3,4,18,20,0,0,3,40,85,88,0
3104,62,79,-7,1,4,49,7,8,71,26,1,1,1,2,2,28,6,0,0,3,36,100,71,1
10299,89,61,34,0,5,206,6,6,28,61,5,1,1,2,10,30,30,0,0,2,20,90,72,0
5768,63,65,28,0,53,69,6,2,-8,4,0,6,6,-8,1,2,3,2,2,0,67,67,100,0
3672,51,79,-7,1,1,157,7,8,-8,11,2,1,1,-8,3,20,38,0,0,4,14,100,27,0
2840,95,58,3,-8,32,183,0,2,-8,0,0,0,0,-8,0,8,5,8,8,0,0,67,25,0
4454,62,55,6,-7,4,201,4,6,70,71,4,2,2,5,6,33,33,0,0,5,30,88,61,0
7114,59,72,17,0,8,165,6,6,-8,16,1,0,0,2,4,31,31,0,0,4,39,90,50,0
10271,80,70,22,2,15,167,6,5,-8,0,0,1,1,1,0,2,4,2,0,0,25,50,50,0
4710,90,59,9,13,41,-8,3,5,-8,16,0,0,0,1,1,4,6,2,0,0,83,50,100,0
2659,111,63,10,-7,1,229,4,5,37,42,5,2,2,2,9,42,48,2,0,2,30,87,50,0
5973,94,90,-7,-7,20,249,7,8,-8,5,0,0,0,1,1,38,38,0,0,0,11,100,12,1
9165,80,90,-7,-7,1,176,7,8,86,1,0,1,1,2,2,17,19,0,0,2,53,100,50,1
3270,50,73,14,1,3,74,6,6,-8,10,0,1,1,1,2,15,3,0,0,3,28,89,38,1
1734,73,69,-7,0,72,74,6,8,4,-8,-8,0,0,1,-8,2,2,1,1,0,100,100,100,0
5758,60,65,41,0,7,160,6,6,-8,56,3,1,1,2,6,26,26,0,0,2,31,96,57,0
9921,64,56,2,0,8,128,3,2,49,21,0,0,0,1,2,8,12,3,1,1,42,50,60,1
5971,89,68,62,-7,10,184,6,6,84,24,2,12,12,3,4,25,27,0,0,1,27,96,54,1
2859,89,73,-7,0,5,230,6,7,72,59,7,2,2,1,9,61,37,0,0,3,18,100,53,0
5989,66,73,2,10,11,207,4,6,14,0,0,0,0,3,1,23,24,0,0,1,33,92,80,1
8881,38,67,44,0,3,88,7,6,78,36,1,3,3,2,3,19,21,0,0,4,33,95,50,1
7946,109,66,1,-8,32,203,4,6,-8,34,1,0,0,1,3,8,10,0,0,0,10,60,100,1
10244,52,81,51,15,29,75,6,5,-8,8,0,0,0,1,2,12,13,1,0,0,31,92,38,1
3194,81,75,-7,4,4,172,7,8,-8,28,1,0,0,1,6,25,12,0,0,2,32,100,64,1
8422,43,65,38,0,6,94,6,5,88,18,0,0,0,3,5,31,36,2,1,5,42,91,50,0
1081,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
9938,87,86,-7,0,5,243,7,8,100,9,0,1,1,2,2,16,16,0,0,4,44,100,57,1
5672,74,73,21,0,7,482,6,2,-8,24,1,1,1,1,8,32,34,1,1,3,21,97,56,0
3332,106,81,40,1,5,202,6,6,92,0,0,1,1,2,2,37,44,0,0,1,46,95,36,1
6086,81,63,4,5,5,496,4,6,88,54,0,0,0,4,14,28,37,2,2,3,27,91,82,0
1665,93,84,-7,0,6,186,7,8,71,0,-8,0,0,2,1,22,25,0,0,1,32,100,50,1
976,14,74,-7,1,2,35,7,8,78,5,0,2,2,3,1,5,6,0,0,3,50,100,67,1
3204,90,89,-7,-8,10,280,7,8,-8,1,0,0,0,1,2,19,20,0,0,1,16,100,33,1
1662,50,59,39,0,0,75,6,6,-8,0,-8,7,5,-8,0,2,5,1,1,1,50,50,0,0
7674,49,74,-7,-7,5,104,7,8,81,60,1,0,0,3,5,13,13,0,0,1,31,100,100,0
7648,122,73,3,-7,18,243,4,6,-8,1,0,3,3,-8,4,20,21,0,0,0,5,95,44,1
7281,71,75,-7,0,1,279,7,8,87,55,1,1,1,2,6,26,27,0,0,3,56,100,89,0
